State,City,Start_Year,Population,Accidents,pop_per_100K,accidents_per_pop_100K
KS,Topeka,2019,126802,34,1.26802,26.813457200990523
KS,Topeka,2020,126802,21,1.26802,16.561252977082383
KS,Topeka,2021,126802,68,1.26802,53.62691440198105
KS,Topeka,2022,126802,39,1.26802,30.756612671724422
KS,Topeka,2023,126802,6,1.26802,4.7317865648806805
KS,Wichita,2016,394574,13,3.94574,3.2946925038142405
KS,Wichita,2017,394574,35,3.94574,8.87032597180757
KS,Wichita,2018,394574,42,3.94574,10.644391166169084
KS,Wichita,2019,394574,49,3.94574,12.418456360530598
KS,Wichita,2020,394574,177,3.94574,44.858505628855426
KS,Wichita,2021,394574,473,3.94574,119.87611956185658
KS,Wichita,2022,394574,637,3.94574,161.43993268689778
KS,Wichita,2023,394574,81,3.94574,20.528468677611805
LA,Baton Rouge,2016,225539,281,2.25539,124.5904256026674
LA,Baton Rouge,2017,225539,6658,2.25539,2952.039336877436
LA,Baton Rouge,2018,225539,11983,2.25539,5313.050071162859
LA,Baton Rouge,2019,225539,11313,2.25539,5015.983931825538
LA,Baton Rouge,2020,225539,11578,2.25539,5133.480240667912
LA,Baton Rouge,2021,225539,14552,2.25539,6452.099193487601
LA,Baton Rouge,2022,225539,13683,2.25539,6066.799976944121
LA,Baton Rouge,2023,225539,1540,2.25539,682.8087381783196
LA,Lafayette,2016,122469,7,1.22469,5.715732144461047
LA,Lafayette,2017,122469,2424,1.22469,1979.276388310511
LA,Lafayette,2018,122469,2700,1.22469,2204.6395414349754
LA,Lafayette,2019,122469,2019,1.22469,1648.5804570952648
LA,Lafayette,2020,122469,1568,1.22469,1280.3240003592746
LA,Lafayette,2021,122469,1022,1.22469,834.4968930913128
LA,Lafayette,2022,122469,759,1.22469,619.7486710922764
LA,Lafayette,2023,122469,29,1.22469,23.679461741338624
LA,New Orleans,2016,383974,167,3.83974,43.492528139926144
LA,New Orleans,2017,383974,485,3.83974,126.31063561595316
LA,New Orleans,2018,383974,972,3.83974,253.1421398323845
LA,New Orleans,2019,383974,960,3.83974,250.01692822951554
LA,New Orleans,2020,383974,5675,3.83974,1477.9646538567715
LA,New Orleans,2021,383974,7589,3.83974,1976.4359045143683
LA,New Orleans,2022,383974,10704,3.83974,2787.6887497590983
LA,New Orleans,2023,383974,802,3.83974,208.8683087917411
LA,Shreveport,2016,189374,32,1.89374,16.897778998172928
LA,Shreveport,2017,189374,775,1.89374,409.2430851120006
LA,Shreveport,2018,189374,1387,1.89374,732.4131084520578
LA,Shreveport,2019,189374,1448,1.89374,764.624499667325
LA,Shreveport,2020,189374,3226,1.89374,1703.5073452533084
LA,Shreveport,2021,189374,3981,1.89374,2102.1893184914506
LA,Shreveport,2022,189374,4174,1.89374,2204.1040480741813
LA,Shreveport,2023,189374,458,1.89374,241.84946191135003
MA,Boston,2016,672814,433,6.72814,64.35656808568193
MA,Boston,2017,672814,486,6.72814,72.23393092295939
MA,Boston,2018,672814,536,6.72814,79.66540529774946
MA,Boston,2019,672814,754,6.72814,112.06663357183412
MA,Boston,2020,672814,1058,6.72814,157.24999777055768
MA,Boston,2021,672814,1170,6.72814,173.89650037008744
MA,Boston,2022,672814,413,6.72814,61.3839783357659
MA,Boston,2023,672814,16,6.72814,2.3780717999328194
MA,Brockton,2016,104216,35,1.04216,33.584094572810315
MA,Brockton,2017,104216,62,1.04216,59.49182467183542
MA,Brockton,2018,104216,75,1.04216,71.9659169417364
MA,Brockton,2019,104216,50,1.04216,47.9772779611576
MA,Brockton,2020,104216,72,1.04216,69.08728026406693
MA,Brockton,2021,104216,44,1.04216,42.22000460581869
MA,Brockton,2022,104216,42,1.04216,40.300913487372384
MA,Cambridge,2016,116892,82,1.16892,70.15022413852103
MA,Cambridge,2017,116892,81,1.16892,69.29473360024639
MA,Cambridge,2018,116892,75,1.16892,64.16179037059851
MA,Cambridge,2019,116892,92,1.16892,78.7051295212675
MA,Cambridge,2020,116892,102,1.16892,87.26003490401396
MA,Cambridge,2021,116892,130,1.16892,111.21376997570407
MA,Cambridge,2022,116892,54,1.16892,46.19648906683092
MA,Lowell,2016,114804,33,1.14804,28.744643043796383
MA,Lowell,2017,114804,103,1.14804,89.71812828821295
MA,Lowell,2018,114804,94,1.14804,81.8786801853594
MA,Lowell,2019,114804,112,1.14804,97.55757639106652
MA,Lowell,2020,114804,83,1.14804,72.29713250409394
MA,Lowell,2021,114804,136,1.14804,118.46277133200934
MA,Lowell,2022,114804,77,1.14804,67.07083376885824
MA,Lowell,2023,114804,1,1.14804,0.871049789205951
MA,Lynn,2016,100233,22,1.00233,21.948859158161486
MA,Lynn,2017,100233,27,1.00233,26.937236239561823
MA,Lynn,2018,100233,33,1.00233,32.923288737242224
MA,Lynn,2019,100233,26,1.00233,25.939560823281756
MA,Lynn,2020,100233,39,1.00233,38.909341234922636
MA,Lynn,2021,100233,33,1.00233,32.923288737242224
MA,Lynn,2022,100233,11,1.00233,10.974429579080743
MA,New Bedford,2016,100309,18,1.00309,17.944551336370616
MA,New Bedford,2017,100309,25,1.00309,24.92298796718141
MA,New Bedford,2018,100309,37,1.00309,36.88602219142849
MA,New Bedford,2019,100309,30,1.00309,29.90758556061769
MA,New Bedford,2020,100309,40,1.00309,39.87678074749025
MA,New Bedford,2021,100309,25,1.00309,24.92298796718141
MA,New Bedford,2022,100309,9,1.00309,8.972275668185308
MA,Quincy,2016,100544,65,1.00544,64.64831317632083
MA,Quincy,2017,100544,110,1.00544,109.40483768300447
MA,Quincy,2018,100544,121,1.00544,120.34532145130491
MA,Quincy,2019,100544,147,1.00544,146.20464672183326
MA,Quincy,2020,100544,256,1.00544,254.61489497135585
MA,Quincy,2021,100544,231,1.00544,229.75015913430937
MA,Quincy,2022,100544,153,1.00544,152.1721833227244
MA,Quincy,2023,100544,2,1.00544,1.9891788669637176
MA,Springfield,2016,155770,35,1.5577,22.469024844321755
MA,Springfield,2017,155770,59,1.5577,37.876356166142386
MA,Springfield,2018,155770,41,1.5577,26.320857674776914
MA,Springfield,2019,155770,64,1.5577,41.08621685818835
MA,Springfield,2020,155770,60,1.5577,38.51832830455158
MA,Springfield,2021,155770,34,1.5577,21.82705270591256
MA,Springfield,2022,155770,15,1.5577,9.629582076137895
MA,Springfield,2023,155770,1,1.5577,0.641972138409193
MA,Worcester,2016,203867,84,2.03867,41.20333354589021
MA,Worcester,2017,203867,137,2.03867,67.20067494984474
MA,Worcester,2018,203867,89,2.03867,43.65591292362177
MA,Worcester,2019,203867,97,2.03867,47.58003992799227
MA,Worcester,2020,203867,92,2.03867,45.12746055026071
MA,Worcester,2021,203867,93,2.03867,45.617976425807015
MA,Worcester,2022,203867,78,2.03867,38.260238292612335
MA,Worcester,2023,203867,6,2.03867,2.943095253277872
MD,Baltimore,2016,592211,700,5.92211,118.20111412993005
MD,Baltimore,2017,592211,888,5.92211,149.94655621053982
MD,Baltimore,2018,592211,862,5.92211,145.5562291142853
MD,Baltimore,2019,592211,1087,5.92211,183.54944437033421
MD,Baltimore,2020,592211,2207,5.92211,372.6712269782223
MD,Baltimore,2021,592211,1237,5.92211,208.87825454103353
MD,Baltimore,2022,592211,1931,5.92211,326.06621626413556
MD,Baltimore,2023,592211,165,5.92211,27.861691187769225
MI,Ann Arbor,2016,122731,129,1.22731,105.10791894468392
MI,Ann Arbor,2017,122731,193,1.22731,157.25448338235654
MI,Ann Arbor,2018,122731,219,1.22731,178.43902518516106
MI,Ann Arbor,2019,122731,297,1.22731,241.99265059357458
MI,Ann Arbor,2020,122731,161,1.22731,131.18120116352023
MI,Ann Arbor,2021,122731,383,1.22731,312.0645965566972
MI,Ann Arbor,2022,122731,579,1.22731,471.76345014706965
MI,Ann Arbor,2023,122731,47,1.22731,38.29513325891585
MI,Dearborn,2016,107985,104,1.07985,96.30967263971849
MI,Dearborn,2017,107985,241,1.07985,223.1791452516553
MI,Dearborn,2018,107985,225,1.07985,208.36227253785248
MI,Dearborn,2019,107985,128,1.07985,118.53498171042274
MI,Dearborn,2020,107985,142,1.07985,131.49974533500023
MI,Dearborn,2021,107985,132,1.07985,122.23919988887346
MI,Dearborn,2022,107985,355,1.07985,328.7493633375006
MI,Dearborn,2023,107985,51,1.07985,47.22878177524656
MI,Detroit,2016,645658,2287,6.45658,354.21229195642275
MI,Detroit,2017,645658,4007,6.45658,620.6071945209384
MI,Detroit,2018,645658,4019,6.45658,622.4657636085977
MI,Detroit,2019,645658,3189,6.45658,493.9147350454885
MI,Detroit,2020,645658,2665,6.45658,412.75721821769423
MI,Detroit,2021,645658,3235,6.45658,501.03924988151624
MI,Detroit,2022,645658,4173,6.45658,646.3174002335602
MI,Detroit,2023,645658,877,6.45658,135.83042415644195
MI,Grand Rapids,2016,197858,3020,1.97858,1526.347178279372
MI,Grand Rapids,2017,197858,4271,1.97858,2158.618807427549
MI,Grand Rapids,2018,197858,2811,1.97858,1420.7158669348726
MI,Grand Rapids,2019,197858,1824,1.97858,921.8732626429055
MI,Grand Rapids,2020,197858,2781,1.97858,1405.5534777466669
MI,Grand Rapids,2021,197858,4279,1.97858,2162.6621112110706
MI,Grand Rapids,2022,197858,4688,1.97858,2369.376017143608
MI,Grand Rapids,2023,197858,705,1.97858,356.3161459228335
MI,Lansing,2016,113592,136,1.13592,119.72674131981125
MI,Lansing,2017,113592,230,1.13592,202.47904782026902
MI,Lansing,2018,113592,279,1.13592,245.61588844284807
MI,Lansing,2019,113592,282,1.13592,248.25691950137332
MI,Lansing,2020,113592,172,1.13592,151.41911402211423
MI,Lansing,2021,113592,310,1.13592,272.90654271427564
MI,Lansing,2022,113592,286,1.13592,251.77829424607367
MI,Lansing,2023,113592,61,1.13592,53.700964856680045
MI,Sterling Heights,2016,134062,24,1.34062,17.902164670078026
MI,Sterling Heights,2017,134062,59,1.34062,44.00948814727514
MI,Sterling Heights,2018,134062,128,1.34062,95.47821157374946
MI,Sterling Heights,2019,134062,102,1.34062,76.0841998478316
MI,Sterling Heights,2020,134062,54,1.34062,40.279870507675554
MI,Sterling Heights,2021,134062,14,1.34062,10.442929390878847
MI,Sterling Heights,2022,134062,20,1.34062,14.918470558398354
MI,Warren,2016,138996,208,1.38996,149.64459408903852
MI,Warren,2017,138996,389,1.38996,279.86416875305764
MI,Warren,2018,138996,256,1.38996,184.17796195573973
MI,Warren,2019,138996,194,1.38996,139.572361794584
MI,Warren,2020,138996,161,1.38996,115.83067138622694
MI,Warren,2021,138996,240,1.38996,172.66683933350598
MI,Warren,2022,138996,281,1.38996,202.16409105297993
MI,Warren,2023,138996,53,1.38996,38.13059368614924
MN,Minneapolis,2016,425091,992,4.25091,233.36179782681825
MN,Minneapolis,2017,425091,4427,4.25091,1041.4240715517383
MN,Minneapolis,2018,425091,7985,4.25091,1878.4213262572014
MN,Minneapolis,2019,425091,8790,4.25091,2067.792543243682
MN,Minneapolis,2020,425091,8674,4.25091,2040.5042684978039
MN,Minneapolis,2021,425091,9721,4.25091,2286.8044724541332
MN,Minneapolis,2022,425091,9344,4.25091,2198.11757953003
MN,Minneapolis,2023,425091,1555,4.25091,365.80402784345
MN,Rochester,2016,119732,5,1.19732,4.175993051147563
MN,Rochester,2017,119732,26,1.19732,21.715163865967327
MN,Rochester,2018,119732,66,1.19732,55.123108275147835
MN,Rochester,2019,119732,195,1.19732,162.86372899475495
MN,Rochester,2020,119732,293,1.19732,244.7131927972472
MN,Rochester,2021,119732,393,1.19732,328.23305382019845
MN,Rochester,2022,119732,429,1.19732,358.3002037884609
MN,Rochester,2023,119732,118,1.19732,98.5534360070825
MO,Columbia,2016,124342,22,1.24342,17.693136671438452
MO,Columbia,2017,124342,37,1.24342,29.756638947419216
MO,Columbia,2018,124342,63,1.24342,50.666709559119205
MO,Columbia,2019,124342,47,1.24342,37.79897379807306
MO,Columbia,2020,124342,47,1.24342,37.79897379807306
MO,Columbia,2021,124342,130,1.24342,104.55035305849995
MO,Columbia,2022,124342,180,1.24342,144.76202731176915
MO,Columbia,2023,124342,1,1.24342,0.8042334850653842
MO,Independence,2016,122230,79,1.2223,64.63225067495705
MO,Independence,2017,122230,157,1.2223,128.4463715945349
MO,Independence,2018,122230,247,1.2223,202.07804957866318
MO,Independence,2019,122230,221,1.2223,180.8066759388039
MO,Independence,2020,122230,267,1.2223,218.44064468624725
MO,Independence,2021,122230,379,1.2223,310.071177288718
MO,Independence,2022,122230,616,1.2223,503.96792931358914
MO,Independence,2023,122230,58,1.2223,47.45152581199378
MO,Kansas City,2016,502597,817,5.02597,162.55568576812038
MO,Kansas City,2017,502597,1936,5.02597,385.1992749658275
MO,Kansas City,2018,502597,2509,5.02597,499.2071182279242
MO,Kansas City,2019,502597,2234,5.02597,444.49131212482365
MO,Kansas City,2020,502597,2976,5.02597,592.1245053193712
MO,Kansas City,2021,502597,4624,5.02597,920.0214088026788
MO,Kansas City,2022,502597,7699,5.02597,1531.8436043191662
MO,Kansas City,2023,502597,1064,5.02597,211.700427977087
MO,Springfield,2016,168603,8,1.68603,4.744874053249349
MO,Springfield,2017,168603,444,1.68603,263.34050995533886
MO,Springfield,2018,168603,509,1.68603,301.89261163798983
MO,Springfield,2019,168603,537,1.68603,318.49967082436257
MO,Springfield,2020,168603,923,1.68603,547.4398438936437
MO,Springfield,2021,168603,2348,1.68603,1392.620534628684
MO,Springfield,2022,168603,2578,1.68603,1529.0356636596027
MO,Springfield,2023,168603,342,1.68603,202.84336577640968
MS,Jackson,2016,156803,121,1.56803,77.16689093958661
MS,Jackson,2017,156803,278,1.56803,177.29252629095106
MS,Jackson,2018,156803,577,1.56803,367.97765348877255
MS,Jackson,2019,156803,447,1.56803,285.0710764462415
MS,Jackson,2020,156803,512,1.56803,326.524364967507
MS,Jackson,2021,156803,835,1.56803,532.5153217731804
MS,Jackson,2022,156803,839,1.56803,535.066293374489
MS,Jackson,2023,156803,87,1.56803,55.4836323284631
MT,Billings,2016,115689,3,1.15689,2.593159245909291
MT,Billings,2017,115689,9,1.15689,7.779477737727874
MT,Billings,2018,115689,5,1.15689,4.321932076515486
MT,Billings,2019,115689,2,1.15689,1.7287728306061942
MT,Billings,2020,115689,144,1.15689,124.47164380364599
MT,Billings,2021,115689,361,1.15689,312.04349592441804
MT,Billings,2022,115689,739,1.15689,638.7815609089888
MT,Billings,2023,115689,49,1.15689,42.35493434985176
NC,Charlotte,2016,864871,4224,8.64871,488.39653543707675
NC,Charlotte,2017,864871,16801,8.64871,1942.6018446681644
NC,Charlotte,2018,864871,25136,8.64871,2906.329383225938
NC,Charlotte,2019,864871,21779,8.64871,2518.179011667636
NC,Charlotte,2020,864871,19972,8.64871,2309.246118785345
NC,Charlotte,2021,864871,24926,8.64871,2882.0483054698334
NC,Charlotte,2022,864871,23239,8.64871,2686.990314162459
NC,Charlotte,2023,864871,2268,8.64871,262.23563976593044
NC,Concord,2016,102566,17,1.02566,16.57469336817269
NC,Concord,2017,102566,72,1.02566,70.1987013240255
NC,Concord,2018,102566,149,1.02566,145.27231246221945
NC,Concord,2019,102566,91,1.02566,88.72335861786557
NC,Concord,2020,102566,198,1.02566,193.04642864107015
NC,Concord,2021,102566,146,1.02566,142.34736657371838
NC,Concord,2022,102566,249,1.02566,242.77050874558822
NC,Concord,2023,102566,31,1.02566,30.224440847844313
NC,Durham,2016,279106,94,2.79106,33.67896068160484
NC,Durham,2017,279106,311,2.79106,111.42719970190538
NC,Durham,2018,279106,611,2.79106,218.91324443043146
NC,Durham,2019,279106,616,2.79106,220.70467850924024
NC,Durham,2020,279106,701,2.79106,251.15905784898928
NC,Durham,2021,279106,879,2.79106,314.9341110545814
NC,Durham,2022,279106,1167,2.79106,418.1207139939665
NC,Durham,2023,279106,194,2.79106,69.5076422577802
NC,Fayetteville,2016,208497,7,2.08497,3.357362456054523
NC,Fayetteville,2017,208497,28,2.08497,13.429449824218093
NC,Fayetteville,2018,208497,36,2.08497,17.266435488280404
NC,Fayetteville,2019,208497,52,2.08497,24.94040681640503
NC,Fayetteville,2020,208497,138,2.08497,66.18800270507488
NC,Fayetteville,2021,208497,186,2.08497,89.20991668944876
NC,Fayetteville,2022,208497,280,2.08497,134.29449824218094
NC,Fayetteville,2023,208497,19,2.08497,9.112840952147991
NC,Greensboro,2016,295483,71,2.95483,24.028455105708282
NC,Greensboro,2017,295483,1054,2.95483,356.7041081889652
NC,Greensboro,2018,295483,856,2.95483,289.69517704910265
NC,Greensboro,2019,295483,268,2.95483,90.69895730041999
NC,Greensboro,2020,295483,790,2.95483,267.3588666691485
NC,Greensboro,2021,295483,479,2.95483,162.1074647272432
NC,Greensboro,2022,295483,933,2.95483,315.75420582571587
NC,Greensboro,2023,295483,131,2.95483,44.33419181475754
NC,High Point,2016,113148,4,1.13148,3.535192844769682
NC,High Point,2017,113148,24,1.13148,21.211157068618093
NC,High Point,2018,113148,45,1.13148,39.770919503658924
NC,High Point,2019,113148,39,1.13148,34.4681302365044
NC,High Point,2020,113148,83,1.13148,73.3552515289709
NC,High Point,2021,113148,72,1.13148,63.63347120585428
NC,High Point,2022,113148,167,1.13148,147.59430126913423
NC,High Point,2023,113148,6,1.13148,5.302789267154523
NC,Raleigh,2016,462219,593,4.62219,128.29416358912118
NC,Raleigh,2017,462219,8940,4.62219,1934.1480986285721
NC,Raleigh,2018,462219,17247,4.62219,3731.348127186464
NC,Raleigh,2019,462219,12848,4.62219,2779.634761876946
NC,Raleigh,2020,462219,12161,4.62219,2631.00391805616
NC,Raleigh,2021,462219,15938,4.62219,3448.1490375774256
NC,Raleigh,2022,462219,16402,4.62219,3548.534352763517
NC,Raleigh,2023,462219,1937,4.62219,419.06542136952396
NC,Wilmington,2016,115976,4,1.15976,3.448989446092295
NC,Wilmington,2017,115976,25,1.15976,21.556184038076847
NC,Wilmington,2018,115976,48,1.15976,41.387873353107544
NC,Wilmington,2019,115976,86,1.15976,74.15327309098434
NC,Wilmington,2020,115976,110,1.15976,94.84720976753812
NC,Wilmington,2021,115976,226,1.15976,194.86790370421468
NC,Wilmington,2022,115976,246,1.15976,212.11285093467615
NC,Wilmington,2023,115976,107,1.15976,92.2604676829689
NE,Lincoln,2016,289136,4,2.89136,1.383432018150628
NE,Lincoln,2017,289136,45,2.89136,15.563610204194566
NE,Lincoln,2018,289136,62,2.89136,21.443196281334735
NE,Lincoln,2019,289136,42,2.89136,14.526036190581594
NE,Lincoln,2020,289136,24,2.89136,8.300592108903768
NE,Lincoln,2021,289136,64,2.89136,22.13491229041005
NE,Lincoln,2022,289136,39,2.89136,13.488462176968623
NE,Lincoln,2023,289136,8,2.89136,2.766864036301256
NE,Omaha,2016,488059,4821,4.88059,987.7904105856055
NE,Omaha,2017,488059,4929,4.88059,1009.9188827580273
NE,Omaha,2018,488059,4632,4.88059,949.0655842838673
NE,Omaha,2019,488059,3501,4.88059,717.331306256006
NE,Omaha,2020,488059,1608,4.88059,329.4683634560576
NE,Omaha,2021,488059,1159,4.88059,237.4712893318226
NE,Omaha,2022,488059,858,4.88059,175.79841781423968
NE,Omaha,2023,488059,48,4.88059,9.834876521076346
NH,Manchester,2016,114730,29,1.1473,25.276736686132658
NH,Manchester,2017,114730,251,1.1473,218.7745140765275
NH,Manchester,2018,114730,372,1.1473,324.23951887039135
NH,Manchester,2019,114730,295,1.1473,257.12542491065983
NH,Manchester,2020,114730,124,1.1473,108.07983962346378
NH,Manchester,2021,114730,83,1.1473,72.3437636189314
NH,Manchester,2022,114730,68,1.1473,59.269589470931756
NJ,Elizabeth,2016,135772,103,1.35772,75.8624753262823
NJ,Elizabeth,2017,135772,179,1.35772,131.83867071266533
NJ,Elizabeth,2018,135772,185,1.35772,136.25784403264296
NJ,Elizabeth,2019,135772,167,1.35772,123.00032407271013
NJ,Elizabeth,2020,135772,216,1.35772,159.09023951919394
NJ,Elizabeth,2021,135772,450,1.35772,331.4379989983207
NJ,Elizabeth,2022,135772,817,1.35772,601.7441004036178
NJ,Elizabeth,2023,135772,71,1.35772,52.293550953068376
NJ,Jersey City,2016,287146,256,2.87146,89.1532530489716
NJ,Jersey City,2017,287146,394,2.87146,137.21242852068286
NJ,Jersey City,2018,287146,339,2.87146,118.05840931094286
NJ,Jersey City,2019,287146,288,2.87146,100.29740968009305
NJ,Jersey City,2020,287146,502,2.87146,174.82395715071775
NJ,Jersey City,2021,287146,731,2.87146,254.57432804218064
NJ,Jersey City,2022,287146,1611,2.87146,561.0386353980206
NJ,Jersey City,2023,287146,93,2.87146,32.38770520919672
NJ,Newark,2016,306247,520,3.06247,169.79758169059616
NJ,Newark,2017,306247,854,3.06247,278.85987454570983
NJ,Newark,2018,306247,751,3.06247,245.22689201853407
NJ,Newark,2019,306247,676,3.06247,220.736856197775
NJ,Newark,2020,306247,1309,3.06247,427.4327585249815
NJ,Newark,2021,306247,1442,3.06247,470.8617553804609
NJ,Newark,2022,306247,3305,3.06247,1079.194245168116
NJ,Newark,2023,306247,325,3.06247,106.1234885566226
NJ,Paterson,2016,157927,96,1.57927,60.78757907134309
NJ,Paterson,2017,157927,165,1.57927,104.47865152887094
NJ,Paterson,2018,157927,179,1.57927,113.34350681010847
NJ,Paterson,2019,157927,132,1.57927,83.58292122309675
NJ,Paterson,2020,157927,217,1.57927,137.40525685918178
NJ,Paterson,2021,157927,227,1.57927,143.73729634578
NJ,Paterson,2022,157927,478,1.57927,302.6714874593958
NJ,Paterson,2023,157927,53,1.57927,33.55980927897066
NM,Albuquerque,2016,562336,92,5.62336,16.36032549934559
NM,Albuquerque,2017,562336,920,5.62336,163.60325499345586
NM,Albuquerque,2018,562336,1728,5.62336,307.28959198770843
NM,Albuquerque,2019,562336,1219,5.62336,216.77431286632904
NM,Albuquerque,2020,562336,945,5.62336,168.04899561827804
NM,Albuquerque,2021,562336,1512,5.62336,268.87839298924484
NM,Albuquerque,2022,562336,645,5.62336,114.700108120412
NM,Albuquerque,2023,562336,13,5.62336,2.3117851249075287
NM,Las Cruces,2016,109934,9,1.09934,8.186730219950151
NM,Las Cruces,2017,109934,22,1.09934,20.012007204322593
NM,Las Cruces,2018,109934,23,1.09934,20.921643895428165
NM,Las Cruces,2019,109934,35,1.09934,31.837284188695037
NM,Las Cruces,2020,109934,36,1.09934,32.746920879800605
NM,Las Cruces,2021,109934,52,1.09934,47.30110793748977
NM,Las Cruces,2022,109934,53,1.09934,48.21074462859534
NM,Las Cruces,2023,109934,4,1.09934,3.6385467644222897
NV,Henderson,2016,311250,51,3.1125,16.3855421686747
NV,Henderson,2017,311250,48,3.1125,15.421686746987953
NV,Las Vegas,2016,634786,1142,6.34786,179.9031484626315
NV,Las Vegas,2017,634786,785,6.34786,123.66372289243934
NV,North Las Vegas,2016,259638,39,2.59638,15.020913733736974
NV,North Las Vegas,2017,259638,33,2.59638,12.71000392854667
NV,Reno,2016,259913,34,2.59913,13.081300281247955
NV,Reno,2017,259913,626,2.59913,240.84982282533
NV,Reno,2018,259913,1034,2.59913,397.82542620030546
NV,Reno,2019,259913,1026,2.59913,394.747473192953
NV,Reno,2020,259913,859,2.59913,330.4952041644704
NV,Reno,2021,259913,1544,2.59913,594.0449304190248
NV,Reno,2022,259913,1550,2.59913,596.3533951745392
NV,Reno,2023,259913,436,2.59913,167.74843890070906
NV,Sparks,2016,106900,11,1.069,10.28999064546305
NV,Sparks,2017,106900,264,1.069,246.9597754911132
NV,Sparks,2018,106900,390,1.069,364.82694106641725
NV,Sparks,2019,106900,329,1.069,307.7642656688494
NV,Sparks,2020,106900,403,1.069,376.9878391019645
NV,Sparks,2021,106900,608,1.069,568.755846585594
NV,Sparks,2022,106900,681,1.069,637.0439663236671
NV,Sparks,2023,106900,203,1.069,189.8971000935454
NY,Buffalo,2016,276011,139,2.76011,50.36031172670654
NY,Buffalo,2017,276011,878,2.76011,318.1032640003478
NY,Buffalo,2018,276011,1373,2.76011,497.44394245156894
NY,Buffalo,2019,276011,1496,2.76011,542.0073837636905
NY,Buffalo,2020,276011,1283,2.76011,464.8365463695287
NY,Buffalo,2021,276011,1717,2.76011,622.0766563651448
NY,Buffalo,2022,276011,2131,2.76011,772.0706783425298
NY,Buffalo,2023,276011,557,2.76011,201.80355130773773
NY,New York,2016,8736047,1272,87.36047,14.560361225162822
NY,New York,2017,8736047,1873,87.36047,21.439902967555003
NY,New York,2018,8736047,1818,87.36047,20.810327600114785
NY,New York,2019,8736047,2175,87.36047,24.896844076044918
NY,New York,2020,8736047,3015,87.36047,34.5121769605864
NY,New York,2021,8736047,3275,87.36047,37.48835142484925
NY,New York,2022,8736047,7849,87.36047,89.84612834615015
NY,New York,2023,8736047,422,87.36047,4.830560091995841
NY,Rochester,2016,211100,109,2.111,51.634296541923256
NY,Rochester,2017,211100,2403,2.111,1138.3230696352439
NY,Rochester,2018,211100,4091,2.111,1937.9441023211746
NY,Rochester,2019,211100,4244,2.111,2010.4216011369017
NY,Rochester,2020,211100,5756,2.111,2726.669824727617
NY,Rochester,2021,211100,4191,2.111,1985.3150165798197
NY,Rochester,2022,211100,3436,2.111,1627.6646139270485
NY,Rochester,2023,211100,513,2.111,243.01279014684982
NY,Syracuse,2016,146781,163,1.46781,111.04979527323019
NY,Syracuse,2017,146781,1148,1.46781,782.1175765255721
NY,Syracuse,2018,146781,540,1.46781,367.8950272855478
NY,Syracuse,2019,146781,490,1.46781,333.83067290725637
NY,Syracuse,2020,146781,1137,1.46781,774.623418562348
NY,Syracuse,2021,146781,739,1.46781,503.4711577111479
NY,Syracuse,2022,146781,1005,1.46781,684.6935230036585
NY,Syracuse,2023,146781,172,1.46781,117.18137906132264
NY,Yonkers,2016,209730,387,2.0973,184.5229580889715
NY,Yonkers,2017,209730,550,2.0973,262.24193010060554
NY,Yonkers,2018,209730,475,2.0973,226.4816669050684
NY,Yonkers,2019,209730,478,2.0973,227.9120774328899
NY,Yonkers,2020,209730,602,2.0973,287.0357125828446
NY,Yonkers,2021,209730,630,2.0973,300.3862108425118
NY,Yonkers,2022,209730,1283,2.0973,611.7389023983216
NY,Yonkers,2023,209730,166,2.0973,79.14938253945549
OH,Akron,2016,191483,317,1.91483,165.54994438148557
OH,Akron,2017,191483,496,1.91483,259.03082780194586
OH,Akron,2018,191483,693,1.91483,361.91202352167033
OH,Akron,2019,191483,488,1.91483,254.85291122449513
OH,Akron,2020,191483,509,1.91483,265.8199422403033
OH,Akron,2021,191483,537,1.91483,280.4426502613809
OH,Akron,2022,191483,1029,1.91483,537.3845197746014
OH,Akron,2023,191483,182,1.91483,95.04760213700433
OH,Cincinnati,2016,308664,559,3.08664,181.10307648446206
OH,Cincinnati,2017,308664,1367,3.08664,442.87639634035713
OH,Cincinnati,2018,308664,2640,3.08664,855.2989658657958
OH,Cincinnati,2019,308664,2059,3.08664,667.0683979991188
OH,Cincinnati,2020,308664,2473,3.08664,801.194826737164
OH,Cincinnati,2021,308664,1486,3.08664,481.4296451805199
OH,Cincinnati,2022,308664,3154,3.08664,1021.8230827048181
OH,Cincinnati,2023,308664,735,3.08664,238.1230075421818
OH,Cleveland,2016,374861,495,3.74861,132.04894614270356
OH,Cleveland,2017,374861,991,3.74861,264.36465783317016
OH,Cleveland,2018,374861,1767,3.74861,471.37472289728726
OH,Cleveland,2019,374861,1519,3.74861,405.21686705205394
OH,Cleveland,2020,374861,1862,3.74861,496.7174499347758
OH,Cleveland,2021,374861,1408,3.74861,375.60589125035676
OH,Cleveland,2022,374861,2107,3.74861,562.0750091367199
OH,Cleveland,2023,374861,543,3.74861,144.85369243532935
OH,Columbus,2016,898143,2320,8.98143,258.31075897713396
OH,Columbus,2017,898143,2596,8.98143,289.04083202786194
OH,Columbus,2018,898143,3153,8.98143,351.05768235125146
OH,Columbus,2019,898143,2460,8.98143,273.89847719127135
OH,Columbus,2020,898143,2409,8.98143,268.2200941275499
